SR,Township,Village,Village_MM,Location,Locals_Used_ENG,Locals_Used_MM
280,Chin,Falam,Zongte,ဇောင်သဲ,"23.0356292724609,93.4280166625977",0,0
281,Chin,Falam,Zultu,ဇူးလ်သူး,"22.9911804199219,93.7364273071289",0,0
282,Chin,Hakha,Bualtak,ဘွာလ်တပ်,"22.5907001495361,93.6583862304688",0,0
283,Chin,Hakha,Mangnu,မန်နူး,"22.6160697937012,93.658576965332",0,0
284,Chin,Hakha,Nipi,​နေပြည်,"22.5879497528076,93.6275863647461",0,0
285,Chin,Hakha,Buanlung,ဘွန်လုံး,"22.4990196228027,93.5376205444336",0,0
286,Chin,Hakha,Bungtuah,ဘုံသွ,"22.4041690826416,93.7608871459961",0,0
287,Chin,Hakha,Lanfo,လန်ဖို,"22.4208908081055,93.7094116210938",0,0
288,Chin,Hakha,Bungzung,ဘုံဇုံ,"22.2817897796631,93.9549331665039",0,0
289,Chin,Hakha,Cangva,ကျန်ဗား,"22.268440246582,93.8389129638672",0,0
290,Chin,Hakha,Chawnchum,ချောန်ကျွမ်း,"22.1717700958252,93.9168472290039",0,0
291,Chin,Hakha,Keizuan,ကေဇွာ,"22.1882400512695,93.9264984130859",0,0
292,Chin,Hakha,Leium A,လေအွမ် (က),"22.3296394348145,93.8945922851563",0,0
293,Chin,Hakha,Leium B,​လေအွမ် (ခ),"22.3567905426025,93.9345169067383",0,0
294,Chin,Hakha,Tilak,သီလာ့ခ်,"22.1690406799316,93.9817810058594",0,0
295,Chin,Hakha,Chuncung,ချွန်ကျုံး,"22.7702808380127,93.5674133300781",0,0
296,Chin,Hakha,Aive,အိုင်ဗဲ,"22.6582698822021,93.7210083007813",0,0
297,Chin,Hakha,Cinkhua,ကျင်ခွါ,"22.611930847168,93.7314834594727",0,0
298,Chin,Hakha,Dauchim,ဒါအိုချိမ်း,"22.6847591400146,93.7512435913086",0,0
299,Chin,Hakha,Dongva,ဒေါင်ဗား,"22.419469833374,93.5207214355469",0,0
300,Chin,Hakha,Dumva,ဒွမ်ဗား,"22.1538600921631,93.762321472168",0,0
301,Chin,Hakha,Fahau,ဖာဟာအို,"22.1615695953369,93.7010498046875",0,0
302,Chin,Hakha,Pangva,ပန်ဗား,"22.1010303497314,93.7722091674805",0,0
303,Chin,Hakha,Farrawn,ဖါရွန်း,"22.6762599945068,93.7010726928711",0,0
304,Chin,Hakha,Fiarti,ဖီရ်သီး,"22.6879692077637,93.7128067016602",0,0
305,Chin,Hakha,Phai,ဖိုင်,"22.69455909729,93.6787109375",0,0
306,Chin,Hakha,Haiphai,ဟိုင်ဖိုင်,"22.733699798584,93.8190689086914",0,0
307,Chin,Hakha,Hata,ဟာသာ,"22.7532405853271,93.8541488647461",0,0
308,Chin,Hakha,Keipaw,ကေပေါ,"22.7816390991211,93.8562622070313",0,0
309,Chin,Hakha,Hniarlawn,နှီရ်လောန်း,"22.7001495361328,93.6081924438477",0,0
310,Chin,Hakha,Hranhring,ဟရန်ဟရိန်း,"22.7340793609619,93.6616287231445",0,0
311,Chin,Hakha,Beute,ဘဲအိုသဲ,"22.6756801605225,93.6636810302734",0,0
312,Chin,Hakha,Khuabe,ခွါဘဲ,"22.6711292266846,93.6533432006836",0,0
313,Chin,Hakha,Lunghnam,လုံနှမ်း,"22.67453956604,93.6822662353516",0,0
314,Chin,Hakha,Nabual,နာဘွာလ်,"22.6807594299316,93.6385192871094",0,0
315,Chin,Hakha,Cintlang,ကျင်တလန်း,"22.3937492370605,93.6235275268555",0,0
316,Chin,Hakha,Dinlaupa,ဒင်လိုပါး,"22.4005908966064,93.6006698608398",0,0
317,Chin,Hakha,Khuapi,ခွာပီး,"22.3840103149414,93.6443634033203",0,0
318,Chin,Hakha,Leipi,လေပီး,"22.1507606506348,93.5188064575195",0,0
319,Chin,Hakha,Lichia,လီချား,"22.5662708282471,93.5307769775391",0,0
320,Chin,Hakha,Loklung,လောက်လုံး,"22.5652503967285,93.587532043457",0,0
321,Chin,Hakha,Lungkhin,လုံခင်း,"22.1642608642578,93.5766830444336",0,0
322,Chin,Hakha,Lungrang,လုံရန်း,"22.2200107574463,93.5971984863281",0,0
323,Chin,Hakha,Phaizawng,ဖိုင်ဇောင်း,"22.2581100463867,93.5927276611328",0,0
324,Chin,Hakha,Lungtar,လုံသာရ်,"22.2399501800537,93.7430419921875",0,0
325,Chin,Hakha,Maukhua,မာအိုခွါး,"22.2775192260742,93.7405319213867",0,0
326,Chin,Hakha,Hrawngvun,ဟရောင်ဝင်း,"22.5561103820801,93.7735900878906",0,0
327,Chin,Hakha,Malsawm,မာလ်ဆောမ်,"22.516580581665,93.7869567871094",0,0
328,Chin,Hakha,Vantlang,ဗန်တလန်း,"22.5377101898193,93.8264236450195",0,0
329,Chin,Hakha,Phaipha (A),ဖိုင်ဖာ (က),"22.3173503875732,93.5785827636719",0,0
330,Chin,Hakha,Phaipha (B),ဖိုင်ဖာ (ခ),"22.34202003479,93.5949630737305",0,0
331,Chin,Hakha,Rinpi,ရင်ပီး,"22.7707099914551,93.7485427856445",0,0
332,Chin,Hakha,Rinte,ရင်သဲ,"22.7674102783203,93.7787170410156",0,0
333,Chin,Hakha,Ruadeu,ရွာဒဲအိုး,"22.5783805847168,93.826286315918",0,0
334,Chin,Hakha,Ruan,ရွာန်း,"22.6154899597168,93.8781127929688",0,0
335,Chin,Hakha,Sakta,ဆတ္တား,"22.4636096954346,93.6437683105469",0,0
336,Chin,Hakha,Zathal,ဇာထာလ်,"22.4960498809814,93.5617065429688",0,0
337,Chin,Hakha,Hausen,ဟောက်ဆင်,"22.3207607269287,93.6494522094727",0,0
338,Chin,Hakha,Lunghau,လုံဟောက်,"22.3468704223633,93.7601089477539",0,0
339,Chin,Hakha,Sumsen,ဆွမ်ဆင်,"22.3338508605957,93.689338684082",0,0
340,Chin,Hakha,Tilak,သီလာ့ခ်,",",0,0
341,Chin,Hakha,Surkhua,ဆူရ်ခွား,"22.2555294036865,93.634162902832",0,0
342,Chin,Hakha,Lamtuk,လမ်သုတ်,"22.4811592102051,93.8000869750977",0,0
343,Chin,Hakha,Lungcawi,လုံကျွေး,"22.4148807525635,93.8712310791016",0,0
344,Chin,Hakha,Ruavan,ရွာဗန်း,"22.5125598907471,93.7416534423828",0,0
345,Chin,Hakha,Tinam,သီနမ်း,"22.4844303131104,93.7701263427734",0,0
346,Chin,Hakha,Hairawn,ဟိုင်ရွန်း,"22.7888793945313,93.6044082641602",0,0
347,Chin,Hakha,Tiphul,သီဖူလ်း,"22.7748699188232,93.6354293823242",0,0
348,Chin,Hakha,Hmaikhah,မှိုင်ခ,"22.6152191162109,93.7779235839844",0,0
349,Chin,Hakha,Vanhar,ဗန်ဟား,"22.6495990753174,93.8259963989258",0,0
350,Chin,Hakha,Pumlen,ပွမ်လမ်း,"22.4937191009521,93.7148971557617",0,0
351,Chin,Hakha,Zokhua,ဇိုးခွါး,"22.5380897521973,93.6844329833984",0,0
352,Chin,Kanpetlet,Auk Hlei,အောက်လှယ်,"21.031969,93.825233",0,0
353,Chin,Kanpetlet,Hoke Pon Kyin,ဟုတ်ပုံကျင်း,"20.9894905090332,93.8325805664063",0,0
354,Chin,Kanpetlet,Hpar Hpoke,ဖာဖုတ်,"20.999849319458,93.852653503418",0,0
355,Chin,Kanpetlet,Hpone Twi Kyin,ဖုံးတွီကျင်း,"20.974910736084,93.8249816894531",0,0
356,Chin,Kanpetlet,Kyauk Pon Kyin,ကျောက်ပုံကျင်း,"20.954439,93.84021",0,0
357,Chin,Kanpetlet,Kyin Dway,ကျင်ဒွေး,"20.9729595184326,93.8381729125977",0,0
358,Chin,Kanpetlet,Auk Kant,အောက်ကန့်,"20.9096794128418,93.8412322998047",0,0
359,Chin,Kanpetlet,Khauk Pon Kyin,ခေါက်ပုံကျင်း,"20.8738,93.883301",0,0
360,Chin,Kanpetlet,Nga Aw Kyin,ငအော်ကျင်း,"20.9242496490479,93.8503265380859",0,0
361,Chin,Kanpetlet,Sat San Kyin,စပ်စံကျင်း,"20.877371,93.887749",0,0
362,Chin,Kanpetlet,Shi Nawt Kyin,ရှီနော့ကျင်း,"20.9156799316406,93.8257675170898",0,0
363,Chin,Kanpetlet,Ung,အုံ,"20.927441,93.885674",0,0
364,Chin,Kanpetlet,Baung Bin,ဘောင်ဘင်,"21.087009,94.025284",0,0
365,Chin,Kanpetlet,Hseng Nang,ဆိုင်နန်,"21.10907,93.959328",0,0
366,Chin,Kanpetlet,Khan Nan,ခန်နန်,"21.0813121795654,93.9528579711914",0,0
367,Chin,Kanpetlet,Kyee Kun,ကျီးကွန်း,"21.060089,94.045937",0,0
368,Chin,Kanpetlet,Pan Thar,ပန်းသာ,"21.04961,93.98465",0,0
369,Chin,Kanpetlet,Chaing Laung,ချိုင်လောင်း,"20.88423,93.991577",0,0
370,Chin,Kanpetlet,Hlaing Doke,လှိုင်ဒုတ်,"20.9785,93.967247",0,0
371,Chin,Kanpetlet,Hman Taung,မှန်တောင်,"20.95021962222,94.01108734814",0,0
372,Chin,Kanpetlet,Ma Sar Twi,မဆာတွီ,"21.003851,94.022003",0,0
373,Chin,Kanpetlet,Maw Chaung,မောချောင်း,"20.9784145355225,93.9697723388672",0,0
374,Chin,Kanpetlet,Su Poke Kyin,ဆူးပုတ်ကျင်း,"20.8582096099854,94.0286407470703",0,0
375,Chin,Kanpetlet,Hmu Chein Dein,မှူးချိန်းဒိန်း,"21.013969,93.700104",0,0
376,Chin,Kanpetlet,Shaung Po,ရှောင်ပို,"20.9973106384277,93.7206115722656",0,0
377,Chin,Kanpetlet,Kan Laung,ကန်းလောင်း,"21.2157497406006,94.0938873291016",0,0
378,Chin,Kanpetlet,Kant Thar Yon,ကန့်သာရုံ,"21.2229099273682,94.0744171142578",0,0
379,Chin,Kanpetlet,Par Kun,ပါးကွန်း,"21.1929512023926,94.0790939331055",0,0
380,Chin,Kanpetlet,Saw Laung,ဆော်လောင်း,"21.1885871887207,94.0591201782227",0,0
381,Chin,Kanpetlet,Ye Laung Pan,ရဲလောင်းပန်း,"21.2185707092285,94.0622711181641",0,0
382,Chin,Kanpetlet,Kar Nan,ကာနန်း,"20.990311,93.6492",0,0
383,Chin,Kanpetlet,Yan Shit,ရန်ရှစ်,"20.944929,93.645264",0,0
384,Chin,Kanpetlet,Khar Nan,ခါနန်း,"21.0825901031494,93.693000793457",0,0
385,Chin,Kanpetlet,Myaung,မြောင်,"21.0518398284912,93.6909637451172",0,0
386,Chin,Kanpetlet,Yan Se,ရန်စဲ,"21.057871,93.698563",0,0
387,Chin,Kanpetlet,Chaung Yaing,ချောင်းရိုင်း,"21.18259,93.73938",0,0
388,Chin,Kanpetlet,Hpon Ein,ဖုံအိမ်,"21.16157,93.741417",0,0
389,Chin,Kanpetlet,Khar Yaing,ခါရိုင်း,"21.130329,93.751427",0,0
390,Chin,Kanpetlet,Khar Pan,ခါပန်း,"21.2773494720459,94.0299682617188",0,0
391,Chin,Kanpetlet,Khi Taw,ခိတော်,"21.25186,94.030296",0,0
392,Chin,Kanpetlet,Sam Ein Nu,စမ်အိမ်နူး,"21.259939,94.036293",0,0
393,Chin,Kanpetlet,San Ma Thar,စမ္မသား,"21.244329,94.027077",0,0
394,Chin,Kanpetlet,Kyet Chan,ကြက်ခြံ,"21.2011604309082,94.0222549438477",0,0
395,Chin,Kanpetlet,Ma Kyauk Ahr,မကျောက်အား,"21.203159,94.009499",0,0
396,Chin,Kanpetlet,Nga Shaung,ငရှောင်,"21.157499,93.992249",0,0
397,Chin,Kanpetlet,Lar,လား,"20.89872,93.744873",0,0
398,Chin,Kanpetlet,Lauk Mawt,လောက်မော့,"20.90122,93.80558",0,0
399,Chin,Kanpetlet,Nga Shaung,ငရှောင်,"20.9197902679443,93.7469024658203",0,0
400,Chin,Kanpetlet,Yar Nan,ယာနန်း,"20.8844108581543,93.8189163208008",0,0
401,Chin,Kanpetlet,Yaung Twee,ရောင်တွီး,"20.9272308349609,93.7421722412109",0,0
402,Chin,Kanpetlet,Le Pon,လဲပုံ,"20.825979,93.936829",0,0
403,Chin,Kanpetlet,Ye Chaung,ရဲချောင်း,"20.794861,93.984756",0,0
404,Chin,Kanpetlet,Zee Pin Kyin,ဇီးပင်ကျင်း,"20.812309,93.94474",0,0
405,Chin,Kanpetlet,Hmaw Laung Lone,မှော်လောင်းလုံး,"21.0898094177246,93.7710037231445",0,0
406,Chin,Kanpetlet,Khat Daing,ခပ်ဒိုင်း,"21.05957,93.787483",0,0
407,Chin,Kanpetlet,Lon Ein Nu,လုံအိမ်နူး,"21.079321,93.757668",0,0
408,Chin,Kanpetlet,Pyawt,ပျော့,"21.0580806732178,93.7727432250977",0,0
409,Chin,Kanpetlet,Tin Pon Kyinn,တင်ပုံကျင်း,"21.0271492004395,93.8169479370117",0,0
410,Chin,Kanpetlet,Auk Vi Ton,အောက်ဗွီတုံ,"21.14962,94.056061",0,0
411,Chin,Kanpetlet,Chaung Taw,ချောင်းတော်,"21.1550903320313,94.1171875",0,0
412,Chin,Kanpetlet,Kheik,ခိတ်,"21.112101,94.032852",0,0
413,Chin,Kanpetlet,Lun Don,လွန်ဒုံ,"21.153111,94.03363",0,0
414,Chin,Kanpetlet,Ma Khon Htwi,မခုံထွီ,"21.088131,94.071587",0,0
415,Chin,Kanpetlet,Ma Swi Twi,မဆွီတွီ,"21.15766,94.015404",0,0
416,Chin,Kanpetlet,Nga Kye,ငကြဲ,"21.12347,94.042709",0,0
417,Chin,Kanpetlet,Hlayt Son,လှေ့စုံ,"21.30014036799,93.98223429021",0,0
418,Chin,Kanpetlet,Htan Aum,ထန်းအွမ်,"21.2826175689697,93.9510803222656",0,0
419,Chin,Kanpetlet,Htat Shwi,ထပ်ရွှီ,"21.2702903747559,93.947380065918",0,0
420,Chin,Kanpetlet,Khwe Lon Thar,ခွဲလုံသာ,"21.29905117039,93.98079270516",0,0
421,Chin,Kanpetlet,Kyauk Taung,ကျောက်တောင်,"21.2971853656,93.99958704933",0,0
422,Chin,Kanpetlet,Ma Kyar,မကြား,"21.18038,93.853996",0,0
423,Chin,Kanpetlet,Ma Dar Thar,မဒါသာ,"21.079611,93.586777",0,0
424,Chin,Kanpetlet,Ma Kyar Ein Nu,မကြားအိမ်နူး,"21.1184902191162,93.552116394043",0,0
425,Chin,Kanpetlet,Ein Mun Laung,အိမ်မွန်လောင်း,",",0,0
426,Chin,Kanpetlet,Khar,ခါး,"21.20771,93.853409",0,0
427,Chin,Kanpetlet,Khay Laung,ခေးလောင်း,"21.1970691680908,93.8006820678711",0,0
428,Chin,Kanpetlet,Khin,ခင်,"21.2148990631104,93.8457565307617",0,0
429,Chin,Kanpetlet,Ma Chaing,မချိုင်,"21.1983203887939,93.8608627319336",0,0
430,Chin,Kanpetlet,Ma Shwi,မရွှီ,"21.207161,93.794327",0,0
431,Chin,Kanpetlet,Mar Kyar,မာကြား,"21.2954769134521,93.976203918457",0,0
432,Chin,Kanpetlet,Chaung Mu,ချောင်းမု,"21.0287,93.652344",0,0
433,Chin,Kanpetlet,Ma Nar Yin,မနာရင်,"21.0710010528564,93.60791015625",0,0
434,Chin,Kanpetlet,Mu Laung,မုလောင်း,"21.04887,93.636673",0,0
435,Chin,Kanpetlet,Am Pon,အမ်ပုံ,"21.2473201751709,94.0427627563477",0,0
436,Chin,Kanpetlet,Chin Let Mun,ချင်းလက်မွန်,"21.2716903686523,94.0956802368164",0,0
437,Chin,Kanpetlet,Kyawt Taw,ကျော့တော,"21.24757,94.093071",0,0
438,Chin,Kanpetlet,Ngon Laung,ငုံလောင်း,"21.246901,94.059143",0,0
439,Chin,Kanpetlet,Kun Toe,ကွန်တိုး,"20.8551692962646,93.8233184814453",0,0
440,Chin,Kanpetlet,Ngun Zaing,ငွန်းဇိုင်,"20.86467,93.826553",0,0
441,Chin,Kanpetlet,Shin Saw,ရှင်စော,"20.840321,93.803726",0,0
442,Chin,Kanpetlet,Lwei,လွယ်,"21.176001,93.882889",0,0
443,Chin,Kanpetlet,Lwei Doke,လွယ်ဒုတ်,"21.1383094787598,93.9096984863281",0,0
444,Chin,Kanpetlet,Mar Lee,မာလီး,"21.1409606933594,93.8952178955078",0,0
445,Chin,Kanpetlet,Pan Kun,ပန်းကွန်း,"21.173389,93.841347",0,0
446,Chin,Kanpetlet,Pin Laung,ပင်းလောင်း,"21.163719,93.858414",0,0
447,Chin,Kanpetlet,Auk Yin,အောက်ရင်း,"20.9891490936279,93.7489471435547",0,0
448,Chin,Kanpetlet,Chit Saw,ချစ်စော,"20.958,93.804863",0,0
449,Chin,Kanpetlet,Pan Taung,ပန်းတောင်,"20.9691295623779,93.8131713867188",0,0
450,Chin,Kanpetlet,Pu Saw,ပူစော,"20.963499,93.774353",0,0
451,Chin,Kanpetlet,Ah Htet Hlei,အထက်လှယ်,"21.09091,93.823547",0,0
452,Chin,Kanpetlet,Baw Tu,ဘောတူ,"21.142481,93.843964",0,0
453,Chin,Kanpetlet,Kauk Tu,ကောက်တု,"21.1413593292236,93.8117370605469",0,0
454,Chin,Kanpetlet,Khwe Thar,ခွဲသာ,"21.079041,93.841637",0,0
455,Chin,Kanpetlet,Sat Chauk,ဆတ်ခြောက်,"21.134529,93.82885",0,0
456,Chin,Kanpetlet,Hpyan Chaung,ဖျန်ချောင်း,"21.022039,93.977257",0,0
457,Chin,Kanpetlet,Khar Lwe Khaw,ခါလွယ်ခေါ,"21.0750102996826,93.9172134399414",0,0
458,Chin,Kanpetlet,Khoke,ခုပ်,"21.0333194732666,93.9562301635742",0,0
459,Chin,Kanpetlet,Kwe Yaing,ကွဲရိုင်း,"21.0534420013428,93.9051284790039",0,0
460,Chin,Kanpetlet,Say Kay,ဆေကေး,"21.09234,93.908867",0,0
461,Chin,Kanpetlet,War Khar,ဝါခါး,",",0,0
462,Chin,Kanpetlet,Yet Chaung,ရက်ချောင်း,"21.0703449249268,93.9330596923828",0,0
463,Chin,Kanpetlet,Hla Laung Pan,လှလောင်းပန်း,"21.228701,93.989708",0,0
464,Chin,Kanpetlet,Ton Nge,တုံငယ်,"21.26927,93.996803",0,0
465,Chin,Matupi,Aiktar,အိုက်တား,"22.1797409057617,93.6129913330078",0,0
466,Chin,Matupi,Amsoi,အွမ်ဆွေး,"21.4821701049805,93.4364013671875",0,0
467,Chin,Matupi,Amsoi B,အွမ်ဆွေး (ခ),"21.501921,93.428749",0,0
468,Chin,Matupi,Kuica,ကွီစား,"21.4568691253662,93.4536590576172",0,0
469,Chin,Matupi,Angthaw,အန်ထော,"21.7006607055664,93.3028030395508",0,0
470,Chin,Matupi,Thangping,ထန်ပိန်း,"21.6681098937988,93.2981033325195",0,0
471,Chin,Matupi,Awkla,အောက်လား,"21.610479,93.340508",0,0
472,Chin,Matupi,Tinglong,တင်လောင်း,"21.6372604370117,93.3565368652344",0,0
473,Chin,Matupi,Balei,ဘလေး,"21.9647197723389,93.5513763427734",0,0
474,Chin,Matupi,Kilung,ကေလုံ,"21.9744205474854,93.5443572998047",0,0
475,Chin,Matupi,Calthawng,စာလ်ထောင်,"22.1082191467285,93.491813659668",0,0
476,Chin,Matupi,Calthawng (B),စာလ်ထောင် (ခ),"22.1145706176758,93.4977416992188",0,0
477,Chin,Matupi,Langli,လန်လီ,"22.1233196258545,93.4977416992188",0,0
478,Chin,Matupi,Langpi,လန်ပီ,"22.1022396087646,93.4719467163086",0,0
479,Chin,Matupi,Cangceh,စန်းစက်,"21.86414,93.760162",0,0
480,Chin,Matupi,Khoboei,ခွါဘွေး,"21.9259490966797,93.7910766601563",0,0
481,Chin,Matupi,Cangtak,စန်တပ်,"21.50086,93.305763",0,0
482,Chin,Matupi,Congthia,စောင်ထီယား,"21.67309,93.372093",0,0
483,Chin,Matupi,Lungtung,လုံတုမ်း,"21.64901,93.393303",0,0
484,Chin,Matupi,Thiol,ထီအောလ်,"21.7105903625488,93.3522033691406",0,0
485,Chin,Matupi,Boiring,ဘွေရိန်း,"21.678699,93.217003",0,0
486,Chin,Matupi,Boiring B,​ဘွေရိန်း ( ခ ),"21.69442,93.215057",0,0
487,Chin,Matupi,Dai Hnan,ဒိုင်နှမ်း,"21.643669,93.229897",0,0
488,Chin,Matupi,Khuahung,ခွါဟုန်း,"21.6174602508545,93.2334671020508",0,0
489,Chin,Matupi,Daidin,ဒိုင်ဒင်း,"21.7540493011475,93.8495864868164",0,0
490,Chin,Matupi,Din,ဒင်း,"21.754919052124,93.9053497314453",0,0
491,Chin,Matupi,Ruava,ရောဗား,"21.7303600311279,93.8591079711914",0,0
492,Chin,Matupi,Soitaung,​ရွှေတောင်,"21.82362,93.851082",0,0
493,Chin,Matupi,Darling,ဒါရ်လင်း,"22.1096706390381,93.201057434082",0,0
494,Chin,Matupi,Lungcawi,လုံကြွေး,"22.1565799713135,93.1691207885742",0,0
495,Chin,Matupi,Etang,ဧတန်း,"21.9367504119873,93.3715209960938",0,0
496,Chin,Matupi,Ramsai,ရမ်ဆိုင်း,"21.987,93.404732",0,0
497,Chin,Matupi,Thanhdia,ထန်ဒီယား,"21.9439506530762,93.3542633056641",0,0
498,Chin,Matupi,Haltu (Lower),ဟာတူး (အောက်),"21.5429801940918,93.5198822021484",0,0
499,Chin,Matupi,Haltu (Upper),ဟာတူး (အထက်),"21.5369205474854,93.5557479858398",0,0
500,Chin,Matupi,Adauk,​အေဒေါက်,"22.0162696838379,93.4475479125977",0,0
501,Chin,Matupi,Aminpi,အင်မင်ပီး,"22.0036296844482,93.4448623657227",0,0
502,Chin,Matupi,Hinthang,ဟရင်းထန်း,"22.0109596252441,93.4620132446289",0,0
503,Chin,Matupi,Thangpi,ထန်ပီး,"22.0094890594482,93.4341278076172",0,0
504,Chin,Matupi,Hriangpi,ဟရင်းပီ,"22.1757793426514,93.3714294433594",0,0
505,Chin,Matupi,Hriangpi (B),ဟရင်းပီ ( ခ ),"22.1961708068848,93.3758697509766",0,0
506,Chin,Matupi,Hunglei,ဟုန်းလေး,"21.8511505126953,93.4180679321289",0,0
507,Chin,Matupi,Raso,ရာဆိုး,"21.827551,93.431183",0,0
508,Chin,Matupi,Kace,ကစဲ,"21.72888,93.379013",0,0
509,Chin,Matupi,Kihlung,ကီးလှုန်း,"21.71315,93.376404",0,0
510,Chin,Matupi,Ti Baw,တီဘော,"21.7299003601074,93.3691864013672",0,0
511,Chin,Matupi,Lailengte,လိုင်လင်းတယ်,"21.831449508667,93.1452331542969",0,0
512,Chin,Matupi,Pasing,ပဆိန်း,"21.7881507873535,93.0476226806641",0,0
